position,x0,y0,x1,y1
0,404.109243697479,349.2773109243697,436.8588235294118,150.85882352941175
1,402.6949152542373,352.8050847457627,437.83516483516485,153.12087912087912
2,400.69047619047615,355.73809523809524,440.01162790697674,155.63953488372093
3,398.56349206349205,360.07142857142856,440.7586206896552,158.97701149425288
4,398.00000000000006,364.4227642276423,441.7684210526316,161.2315789473684
5,396.1532258064516,369.43548387096774,444.1573033707865,165.0561797752809
6,395.56,373.976,446.0674157303371,167.74157303370785
7,393.0243902439025,377.49593495934965,447.97435897435895,169.1282051282051
8,391.74796747967486,379.56910569105696,450.05063291139237,171.8860759493671
9,389.98425196850394,381.40944881889766,451.0,173.88888888888889
10,386.08130081300817,383.62601626016266,452.47435897435895,176.16666666666666
11,383.42400000000004,385.128,452.7261904761904,178.63095238095238
12,379.93333333333334,386.56666666666666,452.6941176470588,181.2941176470588
13,377.2377049180328,387.7295081967213,453.2151898734177,183.86075949367088
14,375.1,389.4916666666667,453.9268292682927,187.13414634146343
15,370.4958677685951,391.0413223140496,454.92405063291136,189.50632911392404
16,367.578125,393.6640625,455.609756097561,192.14634146341464
17,363.51219512195127,395.0325203252033,456.6883116883117,194.61038961038963
18,360.1102362204724,396.9212598425197,457.5866666666667,197.62666666666667
19,356.9285714285714,399.37301587301585,458.63750000000005,199.76250000000002
20,352.392,401.0,459.82716049382714,203.02469135802468
21,350.1818181818182,401.6528925619835,460.9102564102564,205.89743589743588
22,347.65,401.1333333333333,461.9310344827586,208.88505747126436
23,344.29357798165137,400.3302752293578,463.15476190476187,212.01190476190476
24,341.2407407407407,399.43518518518516,463.7671232876712,214.43835616438355
25,338.4434782608696,397.9304347826087,463.9024390243903,216.7560975609756
26,335.5,397.58928571428567,464.7875,220.76250000000002
27,331.10909090909087,396.8272727272727,465.4533333333334,222.82666666666668
28,326.97272727272724,395.4181818181818,465.7368421052631,225.64473684210526
29,322.1517857142857,395.1607142857143,466.3376623376624,229.70129870129873
30,318.4857142857143,393.39047619047625,466.1973684210526,231.7236842105263
31,314.5377358490566,393.5188679245283,466.40259740259745,234.14285714285717
32,310.30476190476196,393.72380952380956,467.1818181818182,237.64935064935065
33,305.84761904761905,391.6666666666667,467.63013698630135,239.97260273972603
34,300.9514563106796,391.4563106796116,467.47435897435895,242.75641025641025
35,295.95098039215685,389.9901960784314,467.7375,246.4
36,290.6168224299065,390.14953271028037,467.8,248.675
37,286.4326923076923,389.0865384615385,467.5542168674699,250.97590361445785
38,282.3557692307692,388.375,467.4935064935065,254.32467532467535
39,278.42857142857144,387.5238095238096,466.746835443038,256.43037974683546
40,273.30555555555554,386.22222222222223,466.05128205128204,259.0128205128205
41,268.6826923076923,386.125,466.4146341463415,262.4268292682927
42,263.8,385.22857142857146,466.3928571428571,264.6428571428571
43,258.85046728971963,385.5327102803738,465.65384615384613,266.7307692307692
44,254.48648648648648,383.81081081081084,464.9761904761904,267.8452380952381
45,249.74311926605506,383.85321100917434,464.109756097561,270.4756097560976
46,245.73831775700933,382.9065420560747,464.3764705882353,272.38823529411764
47,241.99065420560746,381.58878504672896,463.32222222222225,275.23333333333335
48,236.5809523809524,381.60952380952386,462.79012345679007,277.6296296296296
49,231.6039603960396,380.51485148514854,462.43037974683546,280.8481012658228
50,226.17475728155338,380.9805825242718,460.71428571428567,285.0238095238095
51,221.49514563106794,379.53398058252424,459.3373493975904,287.6265060240964
52,217.23000000000002,379.38,458.15476190476187,290.07142857142856
53,212.55238095238096,377.5428571428572,456.2580645161291,293.0860215053764
54,207.5533980582524,377.0388349514563,455.7857142857143,295.0595238095238
55,204.0408163265306,376.75510204081627,455.49462365591404,296.494623655914
56,199.85436893203882,375.1067961165048,455.6744186046512,297.1511627906977
57,195.0204081632653,374.69387755102036,454.9325842696629,299.14606741573033
58,190.54285714285717,373.08571428571435,454.5555555555556,299.4111111111111
59,185.8846153846154,373.1057692307692,454.5,299.5
60,183.45544554455446,370.9207920792079,454.6829268292683,297.5853658536586
61,181.79797979797982,368.5555555555556,455.6829268292683,297.4024390243903
62,179.8,366.35,455.19767441860466,297.3255813953488
63,176.10891089108912,361.8217821782178,454.8965517241379,296.6551724137931
64,173.77450980392157,359.37254901960785,455.44871794871796,296.97435897435895
65,172.00934579439252,356.2897196261682,455.45000000000005,296.4875
66,169.76415094339623,353.42452830188677,455.74666666666667,296.1333333333333
67,166.79807692307693,349.83653846153845,455.8142857142857,295.34285714285716
68,164.625,345.6057692307692,456.52000000000004,294.81333333333333
69,161.20833333333331,342.1875,456.4109589041096,294.3835616438356
70,159.44117647058823,337.8137254901961,456.265625,294.484375
71,155.83495145631068,334.6893203883495,456.90277777777777,294.3194444444444
72,153.68316831683168,331.61386138613864,457.3548387096774,293.80645161290323
