name,width,height,length,fps,frame,scale,bodyLength0,bodyLength1
CF_MM_08,1280,720,54246,29.97002997,30000,682.0593816,37.58989226,37.01351105
CF_MM_09,1280,720,54246,29.97002997,12000,683.5334666,39.40812099,38.20994635
CF_MM_10,1280,720,54211,29.97002997,6000,696.0459755,39.62322551,38.20994635
CF_MM_11,1280,720,54246,29.97002997,3000,695.3171938,39.05124838,38.27531842
CF_MM_12,1280,720,54246,29.97002997,6000,676.2669591,35.84689666,37.33630941
CF_MM_13,1280,720,54246,29.97002997,3000,673.1456009,37.69615365,37.53664876
CF_MM_14,1280,720,54246,29.97002997,6000,675.2962313,36.06937759,34.92849839
CF_MM_15,1280,720,54246,29.97002997,6000,676.5389863,39.81205847,38.28837944
CF_MM_16,1280,720,54246,29.97002997,6000,675.002963,35.38361203,37.80211634
CF_MM_17,1280,720,54246,29.97002997,9000,666.5073143,39.44616585,37.21558813
CF_MM_18,1280,720,54246,29.97002997,3000,667.1266746,41.40048309,38.05259518
CF_MM_19,1280,720,54246,29.97002997,6000,666.0367858,39.20459157,41.01219331
CF_MM_02,1280,720,54246,29.97002997,15000,685.3218222,38.27531842,41.01219331
CF_MM_21,1280,720,54246,29.97002997,27000,710.3724375,36.76955262,37.33630941
CF_MM_22,1280,720,54246,29.97002997,3000,711.0063291,40.70626487,41.61730409
CF_MM_23,1280,720,54246,29.97002997,6000,711.0534438,39.40812099,38.89730068
CF_MM_24,1280,720,54246,29.97002997,9000,681.187933,35.60898763,39.69886648
CF_MM_25,1280,720,54246,29.97002997,18000,680.1441024,36.40054945,34.05877273
CF_MM_26,1280,720,54246,29.97002997,6000,681.0029369,38.05259518,39.20459157
CF_MM_27,1280,720,54246,29.97002997,3000,679,36.05551275,38.91015292
CF_MM_28,1280,720,54246,29.97002997,6000,681.8482236,35.12833614,39
CF_MM_29,1280,720,54246,29.97002997,3000,667.0607169,38.07886553,34.36568055
CF_MM_30,1280,720,54246,29.97002997,3000,664.0609912,37.48332963,40.31128874
CF_MM_31,1280,720,54246,29.97002997,27000,664.3643579,37.01351105,40.01249805
CF_MM_32,1280,720,54246,29.97002997,3000,703.0860545,39.05124838,42.20189569
CF_MM_33,1280,720,54246,29.97002997,12000,700.0457128,39.2173431,40.80441153
CF_MM_34,1280,720,54246,29.97002997,3000,703.0177807,40.60788101,35.6931366
CF_MM_35,1280,720,54246,29.97002997,36000,677.1661539,34.525353,38.05259518
CF_MM_36,1280,720,54246,29.97002997,9000,676.0029586,38.60051813,37.20215048
CF_MM_37,1280,720,54246,29.97002997,3000,677.0029542,37.01351105,41.48493703
CF_MM_38,1280,720,54246,29.97002997,6000,678.7727487,36.28283953,39.12941491
CF_MM_39,1280,720,54246,29.97002997,0,676.8018913,38.60777124,38.69883719
CF_MM_40,1280,720,54246,29.97002997,9000,683.0592946,38.60051813,40.52159918
CF_MM_41,1280,720,54246,29.97002997,15000,685.0357655,36.12478374,38.01315562
CF_MM_42,1280,720,54090,29.97002997,30000,688.9941945,41.0487515,37.57658846
CF_MM_43,1280,720,54246,29.97002997,9000,691.4520952,41.23105626,37.21558813
CF_MM_44,1280,720,54210,29.97002997,3000,690.07246,36.68787266,42.19004622
CF_MM_45,1280,720,54246,29.97002997,9000,696.0459755,38.63935817,39.05124838
CF_MM_46,1280,720,54246,29.97002997,39000,698.2585481,36.61966685,42.15447782
CF_MM_47,1280,720,54246,29.97002997,3000,695.0870449,43.01162634,40.02499219
CF_MM_48,1280,720,54246,29.97002997,6000,695.0719387,40.04996879,39.44616585
CF_MM_49,1280,720,54246,29.97002997,6000,703.3135858,42.01190308,38.01315562
CF_MM_50,1280,720,54246,29.97002997,42000,705.2049348,40.81666326,41.86884283
CF_MM_51,1280,720,54246,29.97002997,3000,702.1823125,41.97618372,42.04759208
CG_FF_01,1280,720,54246,29.97002997,3000,640.008,32.17949658,26.59323222
CG_FF_02,1280,720,54246,29.97002997,3000,638.4245609,35.0633712,31.75909319
CG_FF_03,1280,720,54246,29.97002997,3000,701.0209697,37.40374313,36.52067907
CG_FF_04,1280,720,54246,29.97002997,3000,703.2222977,37.63402716,37.2236484
CG_FF_05,1280,720,54246,29.97002997,6000,705.0574445,36.40054945,37.33630941
CG_FF_06,1280,720,54246,29.97002997,15000,701.0007133,36.40054945,36.40054945
CG_FF_07,1280,720,54246,29.97002997,18000,703.0113797,38.62641583,35
CG_FF_08,1280,720,54246,29.97002997,27000,700.6004568,31.90611227,33.06055051
CG_FF_09,1280,720,54246,29.97002997,30000,669.7648841,32.24903099,33.37663854
CG_FF_10,1280,720,54246,29.97002997,3000,671.190733,33.54101966,30.88689042
CG_FF_11,1280,720,54246,29.97002997,12000,684.0182746,35.35533906,38.27531842
CG_FF_12,1280,720,54246,29.97002997,36000,687.0181948,36.01388621,34.36568055
CG_FF_13,1280,720,54246,29.97002997,9000,686.0881868,33.10589071,33.52610923
CG_FF_14,1280,720,54246,29.97002997,3000,705.0709184,34.82814953,37.69615365
CG_FF_15,1280,720,54246,29.97002997,0,700.0578548,35.34119409,35
CG_FF_16,1280,720,54246,29.97002997,3000,698.0179081,36.138622,33.24154028
CG_FF_17,1280,720,54246,29.97002997,6000,705.0574445,33.60059523,29.15475947
CG_FF_18,1280,720,54246,29.97002997,3000,703.0455177,34.13209633,35
CG_FF_19,1280,720,54246,29.97002997,6000,677.0029542,35.44009029,34.66987165
CG_FF_20,1280,720,54246,29.97002997,3000,679.0007364,34.17601498,35.05709629
CG_FF_21,1280,720,54246,29.97002997,3000,678.3251433,33.28663395,33.83784863
CG_FF_22,1280,720,54246,29.97002997,9000,655.0190837,31.2409987,31.04834939
CG_FF_23,1280,720,54246,29.97002997,3000,654.0068807,32.75667871,32.20248438
CG_FF_24,1280,720,54246,29.97002997,18000,653.2480386,34.71310992,33.12099032
CG_FF_25,1280,720,54246,29.97002997,9000,673.1255455,35.22782991,33.83784863
CG_FF_26,1280,720,54246,29.97002997,9000,669.2421087,34.13209633,33.83784863
CG_FF_27,1280,720,54246,29.97002997,9000,688.0181684,33.61547263,35.35533906
CG_FF_28,1280,720,54246,29.97002997,3000,691.0875487,35.51056181,35.35533906
CG_FF_29,1280,720,54246,29.97002997,15000,688.0116278,33.52610923,36.12478374
CG_FF_30,1280,720,54246,29.97002997,3000,661.3025026,35.05709629,35.22782991
CG_FF_31,1280,720,54246,29.97002997,3000,658.0030395,33.95585369,36.01388621
CG_FF_32,1280,720,54246,29.97002997,3000,660.0613608,35.51056181,36.12478374
CG_FF_33,1280,720,54246,29.97002997,6000,685.0357655,33.9705755,34.66987165
CG_FF_34,1280,720,54246,29.97002997,3000,686.1428423,37.20215048,34.4818793
CG_FF_35,1280,720,54246,29.97002997,24000,690.0260865,37.10795063,38.11823711
CG_FF_36,1280,720,54246,29.97002997,6000,691.0586082,34.20526275,38.60051813
CG_FF_37,1280,720,54246,29.97002997,30000,690.45275,35.4682957,34
CG_FF_38,1280,720,54246,29.97002997,9000,688.0588638,39.11521443,38.91015292
CG_FF_39,1280,720,54246,29.97002997,12000,690.0586932,37.10795063,36.24913792
CG_FF_40,1280,720,54246,29.97002997,3000,689.0261243,35.73513677,35
CG_FM_03,1280,720,54246,29.97002997,6000,637.0635761,32.64965543,34.6554469
CG_FM_04,1280,720,54246,29.97002997,33000,700.3777552,31.04834939,35.44009029
CG_FM_05,1280,720,54246,29.97002997,30000,700.0864232,35.35533906,34.98571137
CG_FM_06,1280,720,54246,29.97002997,18000,699.0579375,36.23534186,33.61547263
CG_FM_07,1280,720,54246,29.97002997,45000,699.0007153,33.54101966,37.21558813
CG_FM_08,1280,720,54246,29.97002997,3000,699.0028612,38,31.76476035
CG_FM_09,1280,720,54246,29.97002997,24000,697.0179338,35.05709629,36.40054945
CG_FM_10,1280,720,54246,29.97002997,27000,695.0064748,34.53983208,37.36308338
CG_FM_11,1280,720,54246,29.97002997,3000,668.3621773,32.52691193,33.10589071
CG_FM_12,1280,720,54246,29.97002997,45000,669,31.57530681,36.23534186
CG_FM_13,1280,720,54246,29.97002997,15000,669.0904274,32.20248438,32.01562119
CG_FM_14,1280,720,54246,29.97002997,6000,683.1646946,39.05124838,33.06055051
CG_FM_15,1280,720,54246,29.97002997,9000,683.2115339,31.95309062,35.11409973
CG_FM_16,1280,720,54246,29.97002997,0,684.1432599,32.75667871,32.75667871
CG_FM_17,1280,720,54246,29.97002997,18000,683.0183014,32.57299495,30.41381265
CG_FM_18,1280,720,54246,29.97002997,6000,696.0028736,34.98571137,34.92849839
CG_FM_19,1280,720,54246,29.97002997,3000,700.0114285,34,35.11409973
CG_FM_20,1280,720,54246,29.97002997,39000,702.0113959,33.28663395,35.05709629
CG_FM_21,1280,720,54246,29.97002997,9000,700.0178569,35.84689666,31.82766093
CG_FM_22,1280,720,54246,29.97002997,18000,700.0178569,33.42154993,35.73513677
CG_FM_23,1280,720,54246,29.97002997,6000,701.0178314,33.13608305,32
CG_FM_24,1280,720,54246,29.97002997,3000,674.0741799,35.11409973,32.89376841
CG_FM_25,1280,720,54246,29.97002997,3000,676.1065005,31.90611227,36.67424164
CG_FM_26,1280,720,54246,29.97002997,27000,674.0185457,30.61045573,34.66987165
CG_FM_27,1280,720,54246,29.97002997,3000,675.1451696,35.0142828,35.11409973
CG_FM_28,1280,720,54246,29.97002997,15000,651.2219284,29.06888371,29.15475947
CG_FM_29,1280,720,54246,29.97002997,15000,653.3704921,31.82766093,34.4818793
CG_FM_30,1280,720,54246,29.97002997,12000,651.0276492,31.144823,28.60069929
CG_FM_31,1280,720,54246,29.97002997,6000,670.3610967,37.12142239,32.20248438
CG_FM_32,1280,720,54246,29.97002997,21000,671.0186287,32.20248438,32.24903099
CG_FM_33,1280,720,54246,29.97002997,6000,670,31.40063694,31.38470965
CG_FM_34,1280,720,54246,29.97002997,39000,690.07246,31.95309062,34.525353
CG_FM_35,1280,720,54246,29.97002997,3000,661.1482436,32.55764119,35.90264614
CG_FM_36,1280,720,54246,29.97002997,3000,667.0119939,34.4818793,33.01514804
CG_FM_37,1280,720,54246,29.97002997,45000,665.1082619,33.9411255,31.32091953
CG_FM_38,1280,720,54246,29.97002997,6000,686.0029154,31.6227766,34.13209633
CG_FM_39,1280,720,54246,29.97002997,15000,684.002924,32.64965543,34.525353
CG_FM_40,1280,720,54246,29.97002997,18000,687.0356614,32.75667871,35.22782991
CG_FM_41,1280,720,54246,29.97002997,42400,686.1639746,36.12478374,32.64965543
CG_FM_42,1280,720,54246,29.97002997,27000,686.1639746,33,33.30165161
CG_FM_43,1280,720,54246,29.97002997,3000,686.1428423,33.24154028,37.48332963
CG_FM_44,1280,720,54246,29.97002997,42000,684.0263153,32.01562119,30.06659276
CG_FM_45,1280,720,54246,29.97002997,12000,689.0464426,35.73513677,31.38470965
CG_FM_46,1280,720,54246,29.97002997,21000,687.2357674,34.43835072,29.96664813
CG_FM_47,1280,720,54246,29.97002997,18000,689.0725651,33.10589071,34.66987165
CG_MM_01,1280,720,54246,29.97002997,3000,636.0786115,33.83784863,31.40063694
CG_MM_02,1280,720,54246,29.97002997,45000,635.0031496,31.38470965,26.92582404
CG_MM_03,1280,720,54246,29.97002997,6000,636.1540694,29.15475947,29.06888371
CG_MM_04,1280,720,54246,29.97002997,3000,700.345629,30.06659276,31.2409987
CG_MM_05,1280,720,54246,29.97002997,12000,698.0257875,30,33.10589071
CG_MM_06,1280,720,54246,29.97002997,15000,698.2864742,34.92849839,32.57299495
CG_MM_07,1280,720,54246,29.97002997,6000,697.7807679,32.75667871,32.57299495
CG_MM_08,1280,720,54246,29.97002997,12000,695.0460416,29.52964612,31.30495168
CG_MM_09,1280,720,54246,29.97002997,12000,694.2117832,33.60059523,32.06243908
CG_MM_10,1280,720,54246,29.97002997,15000,670.1910175,34.6554469,31.90611227
CG_MM_11,1280,720,54246,29.97002997,3000,670.3946599,33.24154028,33.10589071
CG_MM_12,1280,720,54246,29.97002997,9000,682.0593816,30.8058436,31.01612484
CG_MM_13,1280,720,54246,29.97002997,9000,684,34,33.28663395
CG_MM_14,1280,720,54246,29.97002997,18000,683.421539,31.90611227,30.41381265
CG_MM_15,1280,720,54246,29.97002997,3000,701.0007133,34.20526275,31.06444913
CG_MM_16,1280,720,54246,29.97002997,6000,695.0179854,34.20526275,36.01388621
CG_MM_17,1280,720,54246,29.97002997,9000,698.1031442,34.92849839,31.30495168
CG_MM_18,1280,720,54246,29.97002997,0,669.2421087,29.52964612,31.89043744
CG_MM_19,1280,720,54246,29.97002997,39000,698.0580205,30.52867504,32.01562119
CG_MM_20,1280,720,54246,29.97002997,33000,699.2581784,32.44996148,34.13209633
CG_MM_21,1280,720,54246,29.97002997,0,698.0114612,32.55764119,33.28663395
CG_MM_22,1280,720,54246,29.97002997,3000,676.4259013,37.64306045,29.15475947
CG_MM_23,1280,720,54246,29.97002997,12000,678.0892272,33.60059523,31.01612484
CG_MM_24,1280,720,54246,29.97002997,30000,677.0738512,32.06243908,28.3019434
CG_MM_25,1280,720,54246,29.97002997,33000,651.1505202,28.8444102,30.87069808
CG_MM_26,1280,720,54246,29.97002997,3000,655.3052724,30.23243292,31.04834939
CG_MM_27,1280,720,54246,29.97002997,3000,652.1295883,29.41088234,30.8058436
CG_MM_28,1280,720,54246,29.97002997,21000,670.0067164,30.6757233,31.90611227
CG_MM_29,1280,720,54246,29.97002997,3000,670.0119402,30.08321791,31.144823
CG_MM_30,1280,720,54246,29.97002997,24000,670.0477595,31.01612484,31
CG_MM_31,1280,720,54246,29.97002997,6000,691.0180895,31.82766093,30.01666204
CG_MM_32,1280,720,54246,29.97002997,3000,691.035455,32.75667871,34.23448554
CG_MM_33,1280,720,54246,29.97002997,3000,691.035455,33.42154993,31.06444913
CG_MM_34,1280,720,54246,29.97002997,27000,660.0030303,30.59411708,34
CG_MM_35,1280,720,54246,29.97002997,3000,662.0067975,33.24154028,32.38826948
CG_MM_36,1280,720,54246,29.97002997,3000,663.5096081,32.20248438,31
CG_MM_37,1280,720,54246,29.97002997,9000,689.1632608,31.01612484,31.11269837
CG_MM_38,1280,720,54246,29.97002997,9000,689.0065312,30.47950131,32.55764119
CG_MM_39,1280,720,54246,29.97002997,9000,686.0728824,31.78049716,33.95585369
CG_MM_40,1280,720,54246,29.97002997,12000,688.1860214,36.23534186,31.25699922
CG_MM_41,1280,720,54246,29.97002997,12000,688.1424271,32.69556545,32.55764119
CG_MM_42,1280,720,54246,29.97002997,33000,687.0262004,32.20248438,33.24154028
CG_MM_43,1280,720,54246,29.97002997,15000,690.4172651,34.17601498,33.06055051
CG_MM_44,1280,720,54246,29.97002997,9000,691.0180895,32.55764119,35.6931366
CG_MM_45,1280,720,54246,29.97002997,3000,693.2885402,32.20248438,33.42154993
